item_id,order_id,product_id,product_name,category,supplier,qty,unit_price,discount_pct,discounted_price,line_total,cost_price,weight_kg,order_date,order_status
ITM0018854,ORD0010982,P023,Cable Management Kit,Accessories,ValueSource Co,2,12.99,0.28,9.35,18.7,3.8,0.3,2023-11-27,Completed
ITM0018855,ORD0010983,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.27,14.59,14.59,6.0,0.25,2024-01-26,Completed
ITM0018856,ORD0010984,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.12,48.39,48.39,20.0,0.3,2024-03-10,Completed
ITM0018857,ORD0010984,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.12,10.3,10.3,15.0,0.45,2024-03-10,Completed
ITM0018858,ORD0010985,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2023-03-21,Completed
ITM0018859,ORD0010985,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-03-21,Completed
ITM0018860,ORD0010985,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2023-03-21,Completed
ITM0018861,ORD0010985,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2023-03-21,Completed
ITM0018862,ORD0010986,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.17,74.69,149.38,35.0,0.3,2023-04-25,Completed
ITM0018863,ORD0010987,P012,Gaming Mouse RGB,Peripherals,EliteComponents,2,44.99,0.0,44.99,89.98,17.0,0.18,2023-05-09,Completed
ITM0018864,ORD0010988,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,2,19.99,0.2,15.99,31.98,6.0,0.25,2024-09-27,Completed
ITM0018865,ORD0010988,P003,Smart Watch Fitness,Wearables,NovaTech Supply,2,139.99,0.2,111.99,223.98,55.0,0.08,2024-09-27,Completed
ITM0018866,ORD0010988,P016,27in Monitor 4K,Displays,BrightGadgets,1,319.99,0.2,255.99,255.99,138.0,6.5,2024-09-27,Completed
ITM0018867,ORD0010989,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.17,9.72,9.72,15.0,0.45,2024-12-31,Completed
ITM0018868,ORD0010990,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2022-10-08,Completed
ITM0018869,ORD0010990,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2022-10-08,Completed
ITM0018870,ORD0010990,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2022-10-08,Completed
ITM0018871,ORD0010991,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2022-10-22,Completed
ITM0018872,ORD0010991,P028,Gaming Chair Ergonomic,Furniture,ValueSource Co,1,349.99,0.0,349.99,349.99,155.0,18.0,2022-10-22,Completed
ITM0018873,ORD0010992,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2022-11-13,Completed
ITM0018874,ORD0010993,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.25,7.49,7.49,2.8,0.15,2022-07-28,Completed
ITM0018875,ORD0010993,P015,Microphone USB Condenser,Audio,EliteComponents,2,99.99,0.25,74.99,149.98,42.0,0.55,2022-07-28,Completed
ITM0018876,ORD0010993,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.25,22.49,22.49,10.0,0.6,2022-07-28,Completed
ITM0018877,ORD0010993,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.25,22.49,22.49,10.0,0.6,2022-07-28,Completed
ITM0018878,ORD0010994,P010,Noise Cancel Headphones,Audio,TechCore Ltd,2,38.98,0.0,38.98,77.96,48.0,0.28,2022-12-14,Pending
ITM0018879,ORD0010995,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2023-06-10,Completed
ITM0018880,ORD0010996,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.0,11.71,23.42,15.0,0.45,2022-01-04,Completed
ITM0018881,ORD0010996,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2022-01-04,Completed
ITM0018882,ORD0010996,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2022-01-04,Completed
ITM0018883,ORD0010996,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2022-01-04,Completed
ITM0018884,ORD0010997,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2023-06-08,Completed
ITM0018885,ORD0010998,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2023-12-19,Completed
ITM0018886,ORD0010999,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,3,49.99,0.14,42.99,128.97,14.0,0.15,2022-10-28,Completed
ITM0018887,ORD0010999,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.14,42.99,42.99,14.0,0.15,2022-10-28,Completed
ITM0018888,ORD0011000,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.21,27.64,27.64,11.0,0.25,2023-01-31,Completed
ITM0018889,ORD0011001,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-03-11,Returned
ITM0018890,ORD0011001,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-03-11,Returned
ITM0018891,ORD0011001,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-03-11,Returned
ITM0018892,ORD0011002,P012,Gaming Mouse RGB,Peripherals,EliteComponents,2,44.99,0.0,44.99,89.98,17.0,0.18,2023-08-15,Completed
ITM0018893,ORD0011003,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.16,41.99,41.99,14.0,0.15,2023-10-28,Completed
ITM0018894,ORD0011003,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.16,75.59,75.59,35.0,0.3,2023-10-28,Completed
ITM0018895,ORD0011003,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.16,75.59,75.59,35.0,0.3,2023-10-28,Completed
ITM0018896,ORD0011003,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.16,29.39,29.39,9.5,0.3,2023-10-28,Completed
ITM0018897,ORD0011004,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2023-09-03,Completed
ITM0018898,ORD0011004,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2023-09-03,Completed
ITM0018899,ORD0011005,P020,Laptop Cooling Pad,Accessories,BrightGadgets,1,32.99,0.0,32.99,32.99,11.0,0.7,2023-12-11,Completed
ITM0018900,ORD0011005,P015,Microphone USB Condenser,Audio,EliteComponents,1,99.99,0.0,99.99,99.99,42.0,0.55,2023-12-11,Completed
ITM0018901,ORD0011006,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2022-08-14,Completed
ITM0018902,ORD0011007,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.21,71.09,71.09,35.0,0.3,2022-11-26,Completed
ITM0018903,ORD0011007,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,2,39.99,0.21,31.59,63.18,12.0,0.8,2022-11-26,Completed
ITM0018904,ORD0011007,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,2,59.99,0.21,47.39,94.78,18.0,0.4,2022-11-26,Completed
ITM0018905,ORD0011007,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,3,89.99,0.21,71.09,213.27,35.0,0.3,2022-11-26,Completed
ITM0018906,ORD0011008,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.21,9.25,18.5,15.0,0.45,2023-05-25,Completed
ITM0018907,ORD0011008,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,2,34.99,0.21,27.64,55.28,9.5,0.3,2023-05-25,Completed
ITM0018908,ORD0011008,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.21,71.09,71.09,35.0,0.3,2023-05-25,Completed
ITM0018909,ORD0011009,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.24,22.79,22.79,10.0,0.6,2023-11-30,Completed
ITM0018910,ORD0011010,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2024-05-05,Completed
ITM0018911,ORD0011011,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.13,147.89,147.89,72.0,0.35,2024-12-31,Completed
ITM0018912,ORD0011011,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.13,10.19,20.38,15.0,0.45,2024-12-31,Completed
ITM0018913,ORD0011012,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.24,8.9,8.9,15.0,0.45,2023-10-29,Completed
ITM0018914,ORD0011013,P016,27in Monitor 4K,Displays,BrightGadgets,1,319.99,0.12,281.59,281.59,138.0,6.5,2024-02-03,Completed
ITM0018915,ORD0011013,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.12,39.59,39.59,17.0,0.18,2024-02-03,Completed
ITM0018916,ORD0011014,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2024-02-17,Completed
ITM0018917,ORD0011015,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.0,38.98,38.98,48.0,0.28,2024-03-23,Completed
ITM0018918,ORD0011016,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.0,38.98,38.98,48.0,0.28,2024-04-13,Completed
ITM0018919,ORD0011016,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2024-04-13,Completed
ITM0018920,ORD0011017,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.27,31.38,31.38,14.0,0.9,2024-04-27,Completed
ITM0018921,ORD0011017,P017,Smart LED Desk Lamp,Lighting,BrightGadgets,1,42.99,0.27,31.38,31.38,14.0,0.9,2024-04-27,Completed
ITM0018922,ORD0011018,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2024-06-18,Completed
ITM0018923,ORD0011019,P020,Laptop Cooling Pad,Accessories,BrightGadgets,1,32.99,0.26,24.41,24.41,11.0,0.7,2024-08-26,Completed
ITM0018924,ORD0011020,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-12-06,Completed
ITM0018925,ORD0011020,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,2,54.99,0.0,54.99,109.98,20.0,0.3,2024-12-06,Completed
ITM0018926,ORD0011021,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2023-09-02,Completed
ITM0018927,ORD0011022,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-11-04,Completed
ITM0018928,ORD0011023,P026,HDMI Cable 2m,Accessories,ValueSource Co,2,8.99,0.0,8.99,17.98,2.2,0.08,2024-11-18,Completed
ITM0018929,ORD0011024,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2024-06-08,Completed
ITM0018930,ORD0011025,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2024-06-22,Completed
ITM0018931,ORD0011026,P019,Ring Light 10in,Lighting,BrightGadgets,2,54.99,0.0,54.99,109.98,19.0,1.2,2024-12-19,Completed
ITM0018932,ORD0011027,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.12,30.79,30.79,11.0,0.25,2023-06-02,Completed
ITM0018933,ORD0011027,P023,Cable Management Kit,Accessories,ValueSource Co,3,12.99,0.12,11.43,34.29,3.8,0.3,2023-06-02,Completed
ITM0018934,ORD0011028,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,2,34.99,0.22,27.29,54.58,9.5,0.3,2022-04-25,Returned
ITM0018935,ORD0011029,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-03-07,Completed
ITM0018936,ORD0011029,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-03-07,Completed
ITM0018937,ORD0011029,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.0,38.98,38.98,48.0,0.28,2023-03-07,Completed
ITM0018938,ORD0011030,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.23,38.49,38.49,14.0,0.15,2022-06-26,Completed
ITM0018939,ORD0011031,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.19,137.69,137.69,72.0,0.35,2023-06-29,Completed
ITM0018940,ORD0011032,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-07-05,Completed
ITM0018941,ORD0011032,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-07-05,Completed
ITM0018942,ORD0011033,P010,Noise Cancel Headphones,Audio,TechCore Ltd,1,38.98,0.27,28.46,28.46,48.0,0.28,2023-11-28,Completed
ITM0018943,ORD0011034,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-01-13,Completed
ITM0018944,ORD0011035,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2024-03-02,Completed
ITM0018945,ORD0011036,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2024-04-22,Completed
ITM0018946,ORD0011037,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.0,139.99,139.99,55.0,0.08,2024-07-22,Completed
ITM0018947,ORD0011037,P019,Ring Light 10in,Lighting,BrightGadgets,3,54.99,0.0,54.99,164.97,19.0,1.2,2024-07-22,Completed
ITM0018948,ORD0011037,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-07-22,Completed
ITM0018949,ORD0011038,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2024-08-05,Completed
ITM0018950,ORD0011039,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-09-03,Completed
ITM0018951,ORD0011040,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,2,149.99,0.0,149.99,299.98,58.0,0.35,2024-09-17,Completed
ITM0018952,ORD0011040,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2024-09-17,Completed
ITM0018953,ORD0011040,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2024-09-17,Completed
ITM0018954,ORD0011040,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2024-09-17,Completed
ITM0018955,ORD0011041,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.24,45.59,45.59,18.0,0.4,2023-11-29,Completed
ITM0018956,ORD0011041,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.24,26.59,26.59,9.5,0.3,2023-11-29,Completed
ITM0018957,ORD0011041,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.24,26.59,26.59,9.5,0.3,2023-11-29,Completed
ITM0018958,ORD0011042,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.07,8.36,8.36,2.2,0.08,2024-01-02,Completed
ITM0018959,ORD0011043,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.19,48.59,48.59,18.0,0.4,2024-01-24,Completed
ITM0018960,ORD0011043,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.19,48.59,48.59,18.0,0.4,2024-01-24,Completed
ITM0018961,ORD0011044,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-02-07,Completed
ITM0018962,ORD0011045,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2024-02-21,Completed
ITM0018963,ORD0011046,P025,Screen Cleaning Kit,Accessories,ValueSource Co,1,7.99,0.06,7.51,7.51,1.5,0.1,2024-08-14,Completed
ITM0018964,ORD0011046,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.06,42.29,42.29,17.0,0.18,2024-08-14,Completed
ITM0018965,ORD0011047,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.17,45.64,45.64,20.0,0.3,2024-08-29,Completed
ITM0018966,ORD0011048,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,2,54.99,0.0,54.99,109.98,20.0,0.3,2024-11-13,Completed
ITM0018967,ORD0011049,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2024-07-18,Completed
ITM0018968,ORD0011049,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2024-07-18,Completed
ITM0018969,ORD0011050,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.08,137.99,137.99,58.0,0.35,2024-06-23,Completed
ITM0018970,ORD0011050,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,2,89.99,0.08,82.79,165.58,35.0,0.3,2024-06-23,Completed
ITM0018971,ORD0011051,P020,Laptop Cooling Pad,Accessories,BrightGadgets,1,32.99,0.0,32.99,32.99,11.0,0.7,2023-06-23,Completed
ITM0018972,ORD0011052,P015,Microphone USB Condenser,Audio,EliteComponents,1,99.99,0.0,99.99,99.99,42.0,0.55,2023-03-09,Completed
ITM0018973,ORD0011053,P029,Thermal Paste Premium,PC Parts,EliteComponents,1,9.99,0.0,9.99,9.99,3.0,0.05,2023-03-23,Completed
ITM0018974,ORD0011053,P014,Docking Station USB-C,Accessories,EliteComponents,1,109.99,0.0,109.99,109.99,45.0,0.55,2023-03-23,Completed
ITM0018975,ORD0011053,P012,Gaming Mouse RGB,Peripherals,EliteComponents,1,44.99,0.0,44.99,44.99,17.0,0.18,2023-03-23,Completed
ITM0018976,ORD0011053,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.0,8.99,8.99,2.2,0.08,2023-03-23,Completed
ITM0018977,ORD0011054,P001,Wireless Earbuds Pro,Audio,NovaTech Supply,1,49.99,0.0,49.99,49.99,14.0,0.15,2023-04-06,Completed
ITM0018978,ORD0011055,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.0,39.99,39.99,12.0,0.8,2023-11-11,Completed
ITM0018979,ORD0011055,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2023-11-11,Completed
ITM0018980,ORD0011055,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,2,19.99,0.0,19.99,39.98,6.0,0.25,2023-11-11,Completed
ITM0018981,ORD0011055,P027,Cable Clips Pack 50,Accessories,ValueSource Co,1,5.99,0.0,5.99,5.99,1.0,0.08,2023-11-11,Completed
ITM0018982,ORD0011056,P013,Portable SSD 1TB,Storage,EliteComponents,1,89.99,0.0,89.99,89.99,40.0,0.1,2024-05-09,Completed
ITM0018983,ORD0011056,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2024-05-09,Completed
ITM0018984,ORD0011056,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,3,149.99,0.0,149.99,449.97,58.0,0.35,2024-05-09,Completed
ITM0018985,ORD0011056,P012,Gaming Mouse RGB,Peripherals,EliteComponents,3,44.99,0.0,44.99,134.97,17.0,0.18,2024-05-09,Completed
ITM0018986,ORD0011057,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.18,9.6,19.2,15.0,0.45,2022-10-24,Pending
ITM0018987,ORD0011057,P003,Smart Watch Fitness,Wearables,NovaTech Supply,1,139.99,0.18,114.79,114.79,55.0,0.08,2022-10-24,Pending
ITM0018988,ORD0011058,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2022-05-16,Completed
ITM0018989,ORD0011058,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2022-05-16,Completed
ITM0018990,ORD0011058,P018,Action Camera 4K,Cameras,BrightGadgets,1,169.99,0.0,169.99,169.99,72.0,0.35,2022-05-16,Completed
ITM0018991,ORD0011059,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2022-10-23,Completed
ITM0018992,ORD0011059,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.0,9.99,9.99,2.8,0.15,2022-10-23,Completed
ITM0018993,ORD0011060,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-04-19,Completed
ITM0018994,ORD0011060,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.0,19.99,19.99,6.0,0.25,2024-04-19,Completed
ITM0018995,ORD0011061,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,2,54.99,0.0,54.99,109.98,20.0,0.3,2024-11-21,Completed
ITM0018996,ORD0011062,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.08,82.79,82.79,35.0,0.3,2024-04-01,Completed
ITM0018997,ORD0011063,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2024-06-04,Completed
ITM0018998,ORD0011064,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,2,11.71,0.27,8.55,17.1,15.0,0.45,2022-05-29,Returned
ITM0018999,ORD0011065,P003,Smart Watch Fitness,Wearables,NovaTech Supply,2,139.99,0.0,139.99,279.98,55.0,0.08,2023-05-22,Completed
ITM0019000,ORD0011066,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.0,54.99,54.99,20.0,0.3,2023-06-05,Completed
ITM0019001,ORD0011067,P026,HDMI Cable 2m,Accessories,ValueSource Co,1,8.99,0.19,7.28,7.28,2.2,0.08,2024-02-24,Completed
ITM0019002,ORD0011068,P003,Smart Watch Fitness,Wearables,NovaTech Supply,2,139.99,0.0,139.99,279.98,55.0,0.08,2024-03-09,Cancelled
ITM0019003,ORD0011069,P025,Screen Cleaning Kit,Accessories,ValueSource Co,3,7.99,0.09,7.27,21.81,1.5,0.1,2024-03-23,Completed
ITM0019004,ORD0011069,P024,Phone Stand Adjustable,Accessories,ValueSource Co,1,9.99,0.09,9.09,9.09,2.8,0.15,2024-03-23,Completed
ITM0019005,ORD0011070,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.26,44.39,44.39,18.0,0.4,2024-06-28,Returned
ITM0019006,ORD0011071,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.2,43.99,43.99,20.0,0.3,2024-09-24,Completed
ITM0019007,ORD0011072,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,11.71,0.0,11.71,11.71,15.0,0.45,2023-10-12,Completed
ITM0019008,ORD0011072,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,1,19.99,0.0,19.99,19.99,6.0,0.25,2023-10-12,Completed
ITM0019009,ORD0011073,P007,Webcam 1080p HD,Peripherals,TechCore Ltd,1,54.99,0.24,41.79,41.79,20.0,0.3,2023-03-31,Completed
ITM0019010,ORD0011074,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.28,43.19,43.19,18.0,0.4,2024-11-24,Completed
ITM0019011,ORD0011075,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2022-12-14,Completed
ITM0019012,ORD0011076,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-04-21,Completed
ITM0019013,ORD0011077,P004,Smart Plug 4-Pack,Smart Home,NovaTech Supply,1,34.99,0.0,34.99,34.99,11.0,0.25,2023-10-04,Completed
ITM0019014,ORD0011078,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.13,26.09,26.09,10.0,0.6,2023-10-24,Completed
ITM0019015,ORD0011079,P012,Gaming Mouse RGB,Peripherals,EliteComponents,2,44.99,0.0,44.99,89.98,17.0,0.18,2023-11-19,Completed
ITM0019016,ORD0011079,P008,Power Bank 20000mAh,Accessories,TechCore Ltd,1,21.0,0.0,21.0,21.0,15.0,0.45,2023-11-19,Completed
ITM0019017,ORD0011080,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,1,59.99,0.0,59.99,59.99,18.0,0.4,2023-12-06,Cancelled
ITM0019018,ORD0011081,P019,Ring Light 10in,Lighting,BrightGadgets,1,54.99,0.0,54.99,54.99,19.0,1.2,2024-01-15,Completed
ITM0019019,ORD0011081,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,2,59.99,0.0,59.99,119.98,18.0,0.4,2024-01-15,Completed
ITM0019020,ORD0011082,P014,Docking Station USB-C,Accessories,EliteComponents,2,109.99,0.0,109.99,219.98,45.0,0.55,2024-07-13,Completed
ITM0019021,ORD0011082,P005,USB-C Hub 7-in-1,Accessories,TechCore Ltd,1,34.99,0.0,34.99,34.99,9.5,0.3,2024-07-13,Completed
ITM0019022,ORD0011083,P006,Laptop Stand Aluminium,Accessories,TechCore Ltd,1,39.99,0.13,34.79,34.79,12.0,0.8,2024-07-27,Completed
ITM0019023,ORD0011084,P009,Desk Pad XL,Accessories,TechCore Ltd,1,29.99,0.0,29.99,29.99,10.0,0.6,2024-08-13,Completed
ITM0019024,ORD0011084,P023,Cable Management Kit,Accessories,ValueSource Co,1,12.99,0.0,12.99,12.99,3.8,0.3,2024-08-13,Completed
ITM0019025,ORD0011084,P002,Bluetooth Speaker Mini,Audio,NovaTech Supply,2,59.99,0.0,59.99,119.98,18.0,0.4,2024-08-13,Completed
ITM0019026,ORD0011085,P011,Mechanical Keyboard TKL,Peripherals,EliteComponents,1,89.99,0.0,89.99,89.99,35.0,0.3,2024-09-05,Completed
ITM0019027,ORD0011086,P030,Webcam 4K Pro,Peripherals,TechCore Ltd,1,149.99,0.0,149.99,149.99,58.0,0.35,2024-12-16,Completed
ITM0019028,ORD0011087,P022,Laptop Sleeve 15in,Accessories,ValueSource Co,3,19.99,0.0,19.99,59.97,6.0,0.25,2022-01-05,Completed
