return_id,order_id,item_id,product_id,product_name,supplier,category,return_date,return_reason,refund_amount,qty_returned
RET003411,ORD0009898,ITM0016974,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-10,Wrong Item Sent,44.96,1
RET003412,ORD0009899,ITM0016976,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-09,Arrived Damaged,89.76,2
RET003413,ORD0009899,ITM0016977,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-12-01,Defective/Not Working,32.46,1
RET003414,ORD0009900,ITM0016979,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-19,Defective/Not Working,45.54,1
RET003415,ORD0009900,ITM0016980,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2025-01-07,Defective/Not Working,42.78,1
RET003416,ORD0009903,ITM0016986,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-04-20,Defective/Not Working,35.51,2
RET003417,ORD0009907,ITM0016993,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-12-24,Defective/Not Working,34.95,1
RET003418,ORD0009920,ITM0017012,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2023-05-31,Defective/Not Working,5.63,1
RET003419,ORD0009923,ITM0017017,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-04-21,,49.24,1
RET003420,ORD0009927,ITM0017022,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2024-02-21,Defective/Not Working,327.41,1
RET003421,ORD0009927,ITM0017025,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-02-20,Arrived Damaged,34.84,1
RET003422,ORD0009947,ITM0017054,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-06-06,Arrived Damaged,44.43,1
RET003423,ORD0009947,ITM0017055,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-06-03,Defective/Not Working,91.74,2
RET003424,ORD0009951,ITM0017062,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-30,Defective/Not Working,44.77,1
RET003425,ORD0009960,ITM0017076,P016,27in Monitor 4K,BrightGadgets,,2023-02-01,Wrong Item Sent,244.97,1
RET003426,ORD0009960,ITM0017077,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2023-02-01,Defective/Not Working,28.12,1
RET003427,ORD0009962,ITM0017081,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-11-24,Changed Mind,98.33,2
RET003428,ORD0009971,ITM0017093,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-09-06,Defective/Not Working,47.28,1
RET003429,ORD0009974,ITM0017096,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2025-01-01,Poor Quality,68.91,2
RET003430,ORD0009976,ITM0017101,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2023-04-11,Defective/Not Working,19.05,1
RET003431,ORD0009978,ITM0017105,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-09-09,Defective/Not Working,34.13,1
RET003432,ORD0009991,ITM0017127,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-09-14,Defective/Not Working,11.22,1
RET003433,ORD0009992,ITM0017128,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-01-15,,33.23,1
RET003434,ORD0009993,ITM0017129,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-05-26,Wrong Item Sent,33.93,1
RET003435,ORD0009996,ITM0017135,P007,Webcam 1080p HD,Tech Core Ltd,Peripherals,2025-01-14,,38.88,1
RET003436,ORD0010001,ITM0017145,P012,Gaming Mouse RGB,Elite components,Peripherals,2022-10-23,Defective/Not Working,42.38,1
RET003437,ORD0010003,ITM0017151,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2023-01-26,Defective/Not Working,35.08,1
RET003438,ORD0010004,ITM0017152,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-03-29,Poor Quality,38.04,1
RET003439,ORD0010010,ITM0017165,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-08-20,Defective/Not Working,49.89,1
RET003440,ORD0010012,ITM0017170,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-09-13,Wrong Item Sent,109.23,2
RET003441,ORD0010016,ITM0017178,P005,USB-C Hub 7-in-1,Techcore Ltd,Accessories,2024-02-27,Wrong Item Sent,101.41,3
RET003442,ORD0010020,ITM0017183,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-08-26,Defective/Not Working,50.27,1
RET003443,ORD0010024,ITM0017189,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2022-11-24,Defective/Not Working,7.21,1
RET003444,ORD0010025,ITM0017190,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-04-09,Defective/Not Working,58.28,1
RET003445,ORD0010031,ITM0017199,P016,27in Monitor 4K,Bright Gadgets,Displays,2024-04-15,Not as Described,266.99,1
RET003446,ORD0010031,ITM0017200,P016,27in Monitor 4K,BrightGadgets,Displays,2024-04-07,Changed Mind,260.06,1
RET003447,ORD0010032,ITM0017201,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-04-29,Not as Described,53.11,2
RET003448,ORD0010032,ITM0017202,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-05-21,Defective/Not Working,26.44,1
RET003449,ORD0010038,ITM0017209,P021,VR Headset Standalone,brightgadgets,Gaming,2022-12-11,Defective/Not Working,255.85,1
RET003450,ORD0010044,ITM0017220,P023,Cable Management Kit,ValueSource Co,Accessories,2024-01-02,Defective/Not Working,9.93,1
RET003451,ORD0010045,ITM0017221,P002,Bluetooth Speaker Mini,novatech supply,,2024-07-14,Defective/Not Working,41.24,1
RET003452,ORD0010056,ITM0017244,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-21,,35.99,1
RET003453,ORD0010058,ITM0017249,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-04-20,Arrived Damaged,88.79,2
RET003454,ORD0010059,ITM0017251,P013,Portable SSD 1TB,EliteComponents,Storage,2024-12-29,Arrived Damaged,86.58,1
RET003455,ORD0010060,ITM0017253,P029,Thermal Paste Premium,EliteComponents,PC Parts,2024-12-07,Not as Described,7.41,1
RET003456,ORD0010061,ITM0017258,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-09-27,Not as Described,66.2,2
RET003457,ORD0010063,ITM0017262,P016,27in Monitor 4K,BrightGadgets,Displays,2023-11-24,Defective/Not Working,304.99,1
RET003458,ORD0010068,ITM0017271,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-12-04,Poor Quality,161.35,3
RET003459,ORD0010070,ITM0017276,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-04-07,Defective/Not Working,39.88,1
RET003460,ORD0010072,ITM0017281,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2022-09-23,Defective/Not Working,32.65,1
RET003461,ORD0010073,ITM0017287,P014,Docking Station USB-C,EliteComponents,Accessories,2023-11-17,Changed Mind,106.87,1
RET003462,ORD0010074,ITM0017289,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-09-29,Defective/Not Working,91.79,2
RET003463,ORD0010076,ITM0017292,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-28,Defective/Not Working,97.98,2
RET003464,ORD0010078,ITM0017294,P001,Wireless Earbuds Pro,novatech supply,Audio,2024-11-19,Defective/Not Working,49.01,1
RET003465,ORD0010085,ITM0017305,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-06-25,Defective/Not Working,41.15,1
RET003466,ORD0010089,ITM0017311,P016,27in Monitor 4K,BrightGadgets,Displays,2023-02-19,Defective/Not Working,598.08,2
RET003467,ORD0010100,ITM0017329,P018,Action Camera 4K,Bright gadgets,Cameras,2023-01-10,Defective/Not Working,155.03,1
RET003468,ORD0010103,ITM0017333,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-11-28,Defective/Not Working,47.42,1
RET003469,ORD0010105,ITM0017337,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2023-11-01,Defective/Not Working,28.92,3
RET003470,ORD0010106,ITM0017339,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-11-10,Wrong Item Sent,7.18,1
RET003471,ORD0010111,ITM0017347,P026,HDMI Cable 2m,ValueSource Co,Accessories,2023-09-09,Defective/Not Working,8.13,1
RET003472,ORD0010112,ITM0017350,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-08-21,Not as Described,46.86,1
RET003473,ORD0010116,ITM0017357,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-06-25,Defective/Not Working,108.26,2
RET003474,ORD0010126,ITM0017368,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-09-23,Changed Mind,43.09,1
RET003475,ORD0010129,ITM0017373,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-12-28,Arrived Damaged,44.73,1
RET003476,ORD0010131,ITM0017375,P005,USB-C Hub 7-in-1,TECHCORE LTD,Accessories,2024-01-12,Not as Described,62.2,2
RET003477,ORD0010133,ITM0017379,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-06-04,Defective/Not Working,113.93,2
RET003478,ORD0010141,ITM0017392,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-04-21,Defective/Not Working,49.88,1
RET003479,ORD0010149,ITM0017407,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-11-30,Changed Mind,98.8,3
RET003480,ORD0010149,ITM0017408,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2022-11-23,Not as Described,10.58,1
RET003481,ORD0010154,ITM0017417,P026,HDMI Cable 2m,ValueSource Co,Accessories,2023-04-06,Changed Mind,8.88,1
RET003482,ORD0010154,ITM0017418,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-03-19,Arrived Damaged,58.99,1
RET003483,ORD0010157,ITM0017422,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2021-01-10,Not as Described,11.29,1
RET003484,ORD0010157,ITM0017424,P016,27in Monitor 4K,brightgadgets,Displays,2024-12-27,Not as Described,298.01,1
RET003485,ORD0010170,ITM0017447,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-01-13,Defective/Not Working,34.61,1
RET003486,ORD0010171,ITM0017450,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-08-29,Wrong Item Sent,49.31,1
RET003487,ORD0010178,ITM0017459,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-10-19,Defective/Not Working,29.01,1
RET003488,ORD0010181,ITM0017464,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-06-08,Defective/Not Working,64.39,2
RET003489,ORD0010183,ITM0017467,P009,Desk Pad XL,Techcore Ltd,Accessories,2024-08-21,Changed Mind,54.88,2
RET003490,ORD0010185,ITM0017470,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-10-28,Not as Described,134.41,1
RET003491,ORD0010186,ITM0017471,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-11-26,Defective/Not Working,57.23,1
RET003492,ORD0010187,ITM0017472,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2023-11-23,Defective/Not Working,48.61,1
RET003493,ORD0010196,ITM0017486,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-08-27,Defective/Not Working,44.3,1
RET003494,ORD0010200,ITM0017495,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-01-02,Not as Described,33.46,1
RET003495,ORD0010207,ITM0017507,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-13,Defective/Not Working,71.38,3
RET003496,ORD0010212,ITM0017516,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-05-14,Defective/Not Working,40.77,1
RET003497,ORD0010213,ITM0017517,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2023-06-10,Poor Quality,9.71,2
RET003498,ORD0010215,ITM0017519,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-11-04,Changed Mind,55.8,1
RET003499,ORD0010224,ITM0017529,P022,Laptop Sleeve 15in,Valuesource Co,Accessories,2025-01-15,Defective/Not Working,16.57,1
RET003500,ORD0010227,ITM0017534,P019,Ring Light 10in,brightgadgets,Lighting,2023-07-15,Changed Mind,50.0,1
RET003501,ORD0010230,ITM0017541,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-07-18,Defective/Not Working,43.89,1
RET003502,ORD0010250,ITM0017567,P021,VR Headset Standalone,brightgadgets,Gaming,2023-12-05,Wrong Item Sent,285.05,1
RET003503,ORD0010256,ITM0017578,P026,HDMI Cable 2m,Value Source Co,Accessories,2023-08-09,Not as Described,8.62,1
RET003504,ORD0010258,ITM0017580,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-08-18,Not as Described,56.32,1
RET003505,ORD0010262,ITM0017587,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-04-08,Not as Described,14.33,1
RET003506,ORD0010266,ITM0017596,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-10-15,,7.98,1
RET003507,ORD0010267,ITM0017597,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2024-12-28,Not as Described,30.12,1
RET003508,ORD0010268,ITM0017599,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-12-05,Defective/Not Working,28.9,1
RET003509,ORD0010273,ITM0017609,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-11-12,Wrong Item Sent,48.14,1
RET003510,ORD0010274,ITM0017610,P002,Bluetooth Speaker Mini,Novatech Supply,Audio,2023-12-13,Defective/Not Working,59.58,1
RET003511,ORD0010274,ITM0017612,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-11-30,Not as Described,47.47,1
RET003512,ORD0010275,ITM0017614,P016,27in Monitor 4K,BrightGadgets,Displays,2023-12-15,Not as Described,290.38,1
RET003513,ORD0010283,ITM0017626,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-10,Defective/Not Working,53.16,1
RET003514,ORD0010284,ITM0017630,P015,Microphone USB Condenser,Elite Components,Audio,2024-12-20,Wrong Item Sent,99.75,1
RET003515,ORD0010285,ITM0017632,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2022-03-26,Not as Described,130.21,1
RET003516,ORD0010292,ITM0017645,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-05-29,Not as Described,55.84,1
RET003517,ORD0010295,ITM0017649,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-10-16,Defective/Not Working,106.05,2
RET003518,ORD0010296,ITM0017652,P021,VR Headset Standalone,brightgadgets,Gaming,2024-11-14,Defective/Not Working,270.16,1
RET003519,ORD0010298,ITM0017654,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-06-22,Poor Quality,47.08,1
RET003520,ORD0010311,ITM0017676,P023,Cable Management Kit,ValueSource Co,Accessories,2023-06-25,Defective/Not Working,35.27,3
RET003521,ORD0010312,ITM0017680,P024,Phone Stand Adjustable,Value Source Co,Accessories,2023-07-24,Arrived Damaged,9.87,1
RET003522,ORD0010317,ITM0017688,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-10-25,Not as Described,46.99,1
RET003523,ORD0010317,ITM0017690,P002,Bluetooth Speaker Mini,novatech supply,Audio,2024-11-01,Arrived Damaged,56.62,1
RET003524,ORD0010335,ITM0017723,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-02-06,Defective/Not Working,127.63,1
RET003525,ORD0010340,ITM0017731,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-03-03,Defective/Not Working,40.26,1
RET003526,ORD0010343,ITM0017737,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2025-01-22,Not as Described,41.8,1
RET003527,ORD0010344,ITM0017738,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-04-05,Changed Mind,57.47,2
RET003528,ORD0010357,ITM0017765,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-02-28,Defective/Not Working,19.68,1
RET003529,ORD0010359,ITM0017767,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-05-14,Changed Mind,4.2,1
RET003530,ORD0010361,ITM0017769,P002,Bluetooth Speaker Mini,Novatech Supply,Audio,2024-05-28,Defective/Not Working,54.43,1
RET003531,ORD0010370,ITM0017783,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-02-19,Changed Mind,34.05,1
RET003532,ORD0010373,ITM0017789,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-08-19,Defective/Not Working,149.72,3
RET003533,ORD0010376,ITM0017793,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-11-05,Defective/Not Working,8.87,1
RET003534,ORD0010379,ITM0017798,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-04-20,Defective/Not Working,59.8,1
RET003535,ORD0010382,ITM0017801,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-07-22,Defective/Not Working,44.28,1
RET003536,ORD0010384,ITM0017803,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-10-29,Defective/Not Working,40.76,1
RET003537,ORD0010387,ITM0017808,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-03,Defective/Not Working,42.35,1
RET003538,ORD0010388,ITM0017809,P024,Phone Stand Adjustable,ValueSource,Accessories,2023-01-03,Changed Mind,9.36,1
RET003539,ORD0010394,ITM0017818,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-07-08,Arrived Damaged,55.69,1
RET003540,ORD0010397,ITM0017825,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-01-07,Wrong Item Sent,115.9,2
RET003541,ORD0010398,ITM0017826,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-05-06,Defective/Not Working,140.07,3
RET003542,ORD0010400,ITM0017829,P012,Gaming Mouse RGB,Elite components,Peripherals,2022-05-03,Poor Quality,80.82,2
RET003543,ORD0010409,ITM0017843,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-30,Defective/Not Working,49.54,1
RET003544,ORD0010413,ITM0017848,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-06-15,Not as Described,48.77,1
RET003545,ORD0010414,ITM0017853,P002,Bluetooth Speaker Mini,Novatech Supply,Audio,2024-06-30,Changed Mind,52.92,1
RET003546,ORD0010424,ITM0017868,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-10-10,Defective/Not Working,48.17,1
RET003547,ORD0010434,ITM0017878,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-02-07,Not as Described,40.15,1
RET003548,ORD0010434,ITM0017880,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-02-13,Defective/Not Working,37.09,1
RET003549,ORD0010435,ITM0017881,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-09-14,Defective/Not Working,9.17,2
RET003550,ORD0010435,ITM0017883,P003,Smart Watch Fitness,Novatech Supply,Wearables,2024-09-16,Changed Mind,108.81,1
RET003551,ORD0010444,ITM0017894,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-01-30,Changed Mind,7.08,1
RET003552,ORD0010446,ITM0017903,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-11-26,Defective/Not Working,54.1,1
RET003553,ORD0010460,ITM0017926,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-05-30,Poor Quality,36.98,1
RET003554,ORD0010463,ITM0017931,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-06-25,Defective/Not Working,45.2,1
RET003555,ORD0010467,ITM0017941,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2022-11-27,Poor Quality,27.92,1
RET003556,ORD0010478,ITM0017960,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-01-19,Defective/Not Working,30.11,1
RET003557,ORD0010482,ITM0017969,P016,27in Monitor 4K,BrightGadgets,Displays,2024-12-21,Arrived Damaged,514.63,2
RET003558,ORD0010482,ITM0017970,P019,Ring Light 10in,BrightGadgets,Lighting,2024-12-22,Not as Described,45.87,1
RET003559,ORD0010483,ITM0017972,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-28,Defective/Not Working,58.71,1
RET003560,ORD0010484,ITM0017976,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2022-12-10,Wrong Item Sent,3.95,1
RET003561,ORD0010487,ITM0017980,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-08-17,Defective/Not Working,54.27,1
RET003562,ORD0010494,ITM0017989,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-05-25,Defective/Not Working,57.4,1
RET003563,ORD0010495,ITM0017991,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-10-09,Not as Described,8.86,1
RET003564,ORD0010503,ITM0018002,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-04-30,Wrong Item Sent,49.33,1
RET003565,ORD0010511,ITM0018012,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-24,Defective/Not Working,32.55,1
RET003566,ORD0010517,ITM0018027,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-11-24,Wrong Item Sent,14.18,2
RET003567,ORD0010521,ITM0018032,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-04-14,Defective/Not Working,39.87,1
RET003568,ORD0010521,ITM0018033,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-04-14,Defective/Not Working,99.07,3
RET003569,ORD0010521,ITM0018035,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-03-28,Not as Described,48.89,1
RET003570,ORD0010523,ITM0018038,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-08-25,Poor Quality,18.58,1
RET003571,ORD0010534,ITM0018057,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2022-08-05,Defective/Not Working,139.36,1
RET003572,ORD0010540,ITM0018064,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-10-26,Not as Described,53.33,1
RET003573,ORD0010540,ITM0018065,P016,27in Monitor 4K,BrightGadgets,Displays,2022-11-07,Defective/Not Working,1467.52,1
RET003574,ORD0010542,ITM0018067,P019,Ring Light 10in,BrightGadgets,Lighting,2023-06-20,Defective/Not Working,48.13,1
RET003575,ORD0010543,ITM0018071,P006,Laptop Stand Aluminium,TechCore Ltd,,2023-07-12,Changed Mind,38.41,1
RET003576,ORD0010547,ITM0018078,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-10-10,Not as Described,34.06,1
RET003577,ORD0010551,ITM0018083,P003,Smart Watch Fitness,Novatech Supply,Wearables,2022-07-22,Defective/Not Working,137.37,1
RET003578,ORD0010556,ITM0018093,P013,Portable SSD 1TB,EliteComponents,Storage,2024-05-07,Defective/Not Working,80.92,1
RET003579,ORD0010558,ITM0018098,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-07-17,Not as Described,37.76,1
RET003580,ORD0010562,ITM0018107,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-02-02,Changed Mind,92.66,3
RET003581,ORD0010566,ITM0018111,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2023-12-05,,11.06,2
RET003582,ORD0010572,ITM0018122,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2022-09-18,Not as Described,33.56,1
RET003583,ORD0010573,ITM0018126,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2022-10-12,Arrived Damaged,37.97,1
RET003584,ORD0010583,ITM0018143,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-10-12,Defective/Not Working,119.63,2
RET003585,ORD0010583,ITM0018144,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-10-13,Defective/Not Working,61.82,2
RET003586,ORD0010585,ITM0018149,P006,Laptop Stand Aluminium,Tech Core Ltd,Accessories,2024-09-22,Not as Described,61.03,2
RET003587,ORD0010587,ITM0018151,P016,27in Monitor 4K,BrightGadgets,Displays,2024-11-01,Not as Described,316.6,1
RET003588,ORD0010589,ITM0018155,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-11-25,Changed Mind,17.73,2
RET003589,ORD0010590,ITM0018156,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-12-16,Defective/Not Working,44.18,1
RET003590,ORD0010591,ITM0018157,P016,27in Monitor 4K,BrightGadgets,Displays,2023-12-25,Defective/Not Working,919.5,3
RET003591,ORD0010597,ITM0018164,P020,Laptop Cooling Pad,brightgadgets,Accessories,2024-06-17,Wrong Item Sent,31.56,1
RET003592,ORD0010601,ITM0018173,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-14,Not as Described,90.49,2
RET003593,ORD0010608,ITM0018185,P016,27in Monitor 4K,BRIGHTGADGETS,Displays,2023-04-26,Poor Quality,283.38,1
RET003594,ORD0010612,ITM0018192,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-11-20,Defective/Not Working,110.35,2
RET003595,ORD0010615,ITM0018196,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-03-05,Arrived Damaged,39.05,1
RET003596,ORD0010616,ITM0018197,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-05-06,Not as Described,40.83,1
RET003597,ORD0010617,ITM0018199,P009,Desk Pad XL,TechCore Ltd,Accessories,2024-06-01,Changed Mind,28.53,1
RET003598,ORD0010618,ITM0018200,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-07-28,Defective/Not Working,55.82,1
RET003599,ORD0010630,ITM0018220,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-12-18,Changed Mind,34.37,1
RET003600,ORD0010631,ITM0018221,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-12-23,Wrong Item Sent,9.76,1
RET003601,ORD0010633,ITM0018225,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-09-19,Defective/Not Working,88.19,2
RET003602,ORD0010636,ITM0018235,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-07-01,Changed Mind,46.57,2
RET003603,ORD0010639,ITM0018238,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-12-12,Wrong Item Sent,7.89,1
RET003604,ORD0010645,ITM0018247,P016,27in Monitor 4K,BrightGadgets,Displays,2024-02-11,Defective/Not Working,630.65,2
RET003605,ORD0010646,ITM0018249,P013,Portable SSD 1TB,EliteComponents,Storage,2024-08-19,Poor Quality,69.85,1
RET003606,ORD0010647,ITM0018252,P003,Smart Watch Fitness,Novatech Supply,Wearables,2024-09-03,Wrong Item Sent,127.53,1
RET003607,ORD0010650,ITM0018256,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-11-18,Defective/Not Working,34.81,1
RET003608,ORD0010654,ITM0018263,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-05-20,Defective/Not Working,67.67,2
RET003609,ORD0010654,ITM0018264,P019,Ring Light 10in,Bright gadgets,Lighting,2024-05-13,Changed Mind,39.49,1
RET003610,ORD0010655,ITM0018265,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-08-14,Wrong Item Sent,29.46,1
RET003611,ORD0010655,ITM0018267,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-08-10,Wrong Item Sent,6.54,1
RET003612,ORD0010656,ITM0018268,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-10-24,Defective/Not Working,145.86,3
RET003613,ORD0010665,ITM0018287,P007,Webcam 1080p HD,TechCore Ltd,,2024-11-18,Not as Described,48.97,1
RET003614,ORD0010676,ITM0018305,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-12-09,Not as Described,34.46,1
RET003615,ORD0010679,ITM0018310,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2023-12-16,Changed Mind,65.48,2
